dist,p,n,permutation,avg_true_orderings,std_true_orderings,avg_set_size,std_set_size,sim_coverage,marginal_coverage
unif,5,1000,120,21.27,17.067428042912617,73.05,33.84446040343973,0.73,0.9132651515151515
